id,name,short_description,full_description,topic,languages,prohibited_content,categories
58e852878313ad45cf804247,mst3k.interlinked.me,An instance run by the interlinked.me collective,"An instance run by the interlinked.me collective as a public service. Not very mst3k-themed at the moment, work in progress.",None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
58e91c11dcd4660abedbee9b,oldbytes.space,Do you like old hardware ? Do you use them ? Perfect you're welcome here !,"Welcome !
This is an open Mastodon instance, basically.
It's run by the person you see on the right (that's me!) and for now, that's all.
There might be more admins and moderators later if the needs come but alas not yet.

I hope this instance works okay for you, and that you can find a nice and welcoming community here! Feel free to hit me up if you have any questions or requests, be it about this instance, how to make your own instance, or other things not related to Mastodon.

I am actually the only sysadmin of this instance and I can't work full-time on oldbytes.space so, I will do whatever I can in a reasonable time to make it works the best it can.

Rules
This instance has some rules, of course.
First, there are the usual : no sexism, no racism, no hate speech, no LGBTQphobia, no nazis, no spam, no public unflagged porn, etc...
Then, I also believe it's important to remind you that this server was made and is run by a queer activist.
This server thrives to be inclusive, and I will ban without much regret.
People are encouraged to use the report function as they see fit, and can be confident that their complaints will be heard and dealt with in some way. I want everyone to feel safe here, and if that doesn't sound like something you like, you should probably find another server.

There's also a pretty important activism aspect of this instance.
If you're a marketer, a #digital #influencer, this is not the place for you. Not only do I feel you should not feel welcome, I intend to make you feel definitely NOT welcome.
This instance, and this entire social network in my opinion, is dedicated to reclaiming social media, decentralizing, and generally creating better and more engaging communities.
The three categories of people I mentioned earlier are not, in my opinion, working towards this goal, pretty much the opposite, and they are not welcome on this server.
Please report them if you see them.
We also block Nazis, techbros and RMS.",Retrocomputing,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",['tech']
58e9331edcd4660abedbeebe,freehold.earth,"Freehold.Earth is a free-speech centered community, extremely lightly moderated.","The unifying theme of Freehold.Earth is free speech. We welcome people from all walks of life, even those we don’t particularly like, to have a voice in the world. While the initial round of invites mostly went to folks from the infosec and free speech advocacy communities, registration is open whenever our capacity limitations permit.

However, if you are the sort of person who wants those you deem to be “bad people” or holders of “dangerous opinions” ejected from the community…this is not the place for you. I guarantee that no matter your ideological bent, there will be someone here you deem bad/dangerous.",None,['en'],['spam'],[]
58e9e5fadcd4660abedbef59,mastodon.sandwich.net,Sandwich's general-purpose Mastodon instance.,Sandwich's general-purpose Mastodon instance.,None,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']",[]
58ea0ff3dcd4660abedbef7d,tootodon.xyz,Welcome ! This Mastodon instance is located in France but we are open for people from all around the world. Feel free to join us in this adventure.,"What is the goal of this instance ?

This instance if open to everyone. We are talking about programming, video games, electronics, computer, music, mangas, animes, high-tech and a lot of other things...

tootodon.xyz don't take use of advertising or external analytics software and does not make any money with your informations.",None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
58ea8d51dcd4660abedbf030,mastodon.pirateparty.be,Mastodon instance hosted by the Pirate Party Belgium,"We expect that everybody respects values shared by our Basic Text when s·he speaks on our instance : https://pirateparty.be/basic-text/

Nous nous attendons à ce que chacun·e respecte les valeurs véhiculées par notre Texte de Base lorsqu'iel s'exprime sur notre instance : https://fr.pirateparty.be/texte-de-base/

We verwachten dat hij/zij die op onze instantie spreekt de waarden gedeeld door onze Basistekst, respecteert : https://nl.pirateparty.be/basistekst/",None,"['nl', 'en', 'fr']","['nudity_nocw', 'pornography_nocw']","['activism', 'tech']"
58eac0bfdcd4660abedbf098,mastodon.direct,Mastodon.direct is an open Mastodon instance welcoming people to discuss a broad range of topics.,Mastodon.direct is an open Mastodon instance welcoming people to discuss a broad range of topics.,None,"['en', 'fr', 'de']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
58eb39f3dcd4660abedbf11c,social.devloprog.org,"À simple instance made by one Guy. On debian and Apache.
I like trying new things. 
This instance is safe ans clean","À simple instance made by one Guy. On debian and Apache.
I like trying new things. 
This instance is safe ans clean
",debian astronomie nature photos,"['en', 'fr']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
58eb4085dcd4660abedbf122,miaou.drycat.fr,"Miaou est une instance Mastodon avec une forte orientation geek aimant l'opensource, le libre, le japon et les chats ♥","Miaou est une instance Mastodonte, géré et hébergé en France. Elle fait partie de l'intiative CHATONS
Si vous rencontrer un problème lors de votre inscription, contactez moi sur admin@drycat.fr
If you encounter problem to register or other, contact me at admin@drycat.fr

Les comptes publicitaires, corporate sont interdit ! Ainsi que les comptes faisant l'apologie du nazisme ou du terrorisme.
Advertising and corporate accounts are forbidden! As well as accounts defending Nazism or terrorism.

Use NSFW tag or content Warning for porn image or hard image (type of image censor by facebook in fact)
Utilisez le tag NSFW ou CW pour les images pornographique ou non recommandé pour des personnes censible (en sommes les images que censure facebook) ","Informatic, geek, video game, japan, kitten","['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'spam', 'advertising']",[]
58eb548edcd4660abedbf14a,mastodon.org.uk,A free UK Instance.,This a free UK instance. But we welcome everyone! ,None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
58ec4f15dcd4660abedbf33f,simstim.club,Small private instance for @denjin and some friends.,Small private instance for @denjin and some friends.,None,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
58ec781cdcd4660abedbf37a,mastodon.transneptune.net,"We like games, learning, social justice, computers, cooking, and stories. We try to make the world a little better each day.","We're a small invite-only instance for Transneptunians and friends. We like games, learning, social justice, computers, cooking, and stories. We try to make the world a little better each day.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","['games', 'tech']"
58ed9b850b92cf2bc39532d9,hackers.town,A bunch of technomancers in the fediverse. Keep it fairly clean please. This arcology is for all who wash up upon it's digital shore.,"We have a few rules: Be cool. Be nice. Have an open mind. Don't break the place. We can have nice things. I don't want to ban people, ever, but if I feel like you have earned it, I won't hesitate.",Technomancy,['en'],"['pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'activism', 'tech']"
58edb7aa0b92cf2bc39532e4,hash.my,"Instance for Malaysia and SEA region community, but others are also welcomed to join :)",-,None,"['en', 'ms']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']",[]
58ee1d169aee4e669a22001a,mastodon.nzoss.nz,"This is an open community, focused on the New Zealand free and open source software developers and contributors.  ","The goal of this community is to demonstrate that a community-run social network can provide for a community of interest and remain true to its constituents, not selling them out or compromising their privacy or good will. ",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
58ee304c9aee4e669a220032,mastodon.scot,This is a Mastodon instance primarily intended for users in Scotland or who identify as Scottish.,"This is a Mastodon instance primarily intended for users in Scotland or who identify as Scottish.

Threatening, abusive, intolerant or illegal behaviour may lead to moderation and/or further measures.  The Content Warning flag should be used for NSFW content.",None,"['en', 'gd']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
58eea4f8463e1078268a96c6,toot.love,"This instance is for the free software lovers, the people who like to use GNU/Linux, programming and the rest. French/English. No moderation.","This instance is for the free software lovers, the people who like to use GNU/Linux, programming and the rest. French/English. No moderation. Everyone is welcome.",None,"['en', 'fr', 'es']",[],[]
